id,title,venue,year,authors,doi,source_split,doi_norm,s2_id,first_surname,has_authors,title_len,author_count,oa_doi_found,openalex_error,oa_doi_id,oa_doi_title,oa_doi_year,oa_doi_cited_by_count,oa_doi_referenced_works_count,oa_doi_fwci,oa_doi_is_retracted,source_title,source_year,oa_title_found,title_search_error,title_match_score,title_year_delta,oa_title_id,openalex_doi,oa_title_title,oa_title_year,oa_title_cited_by_count,oa_title_referenced_works_count,oa_title_fwci,oa_title_is_retracted,oa_found,oa_source,oa_id,oa_year,oa_cited_by_count,oa_referenced_works_count,oa_fwci,oa_is_retracted,oa_title_match_score,oa_title_year_delta,oa_type,oa_type_crossref,abstract_source,abstract_len,has_abstract,s2_fields_of_study,s2_publication_types,doi_lookup_id,doi_lookup_type,doi_lookup_value,doi_s2_found,doi_s2_error,doi_s2_paper_id,doi_s2_title,doi_s2_venue,doi_s2_year,doi_s2_reference_count,doi_s2_citation_count,doi_s2_influential_citation_count,doi_s2_publication_types,doi_s2_fields_of_study,doi_s2_is_open_access,id_lookup_id,id_lookup_type,id_lookup_value,id_s2_found,id_s2_error,id_s2_paper_id,id_s2_title,id_s2_venue,id_s2_year,id_s2_reference_count,id_s2_citation_count,id_s2_influential_citation_count,id_s2_publication_types,id_s2_fields_of_study,id_s2_is_open_access,s2_found,s2_source,s2_reference_count,s2_citation_count,s2_influential_citation_count,s2_year,s2_is_open_access,s2_venue,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract,coci_found,coci_error,coci_citation_count,log_oa_cited_by_count,log_oa_referenced_works_count,log_oa_fwci,log_s2_reference_count,log_s2_citation_count,log_s2_influential_citation_count,log_crossref_reference_count,log_crossref_is_referenced_by_count,log_coci_citation_count,paper_age,best_citation_count,best_reference_count,citation_velocity,citation_count_mean,citation_disagreement,citation_source_count,influential_ratio,external_found_count,top_s2_field,top_s2_pub_type,crossref_primary_subject,concept_has_logic,concept_has_ai,concept_has_asp,log_best_citation_count,best_citation_count_global_pct,best_citation_count_venue_pct,best_citation_count_year_pct,best_citation_count_venue_year_pct,log_best_reference_count,best_reference_count_global_pct,best_reference_count_venue_pct,best_reference_count_year_pct,best_reference_count_venue_year_pct,log_citation_velocity,citation_velocity_global_pct,citation_velocity_venue_pct,citation_velocity_year_pct,citation_velocity_venue_year_pct,oa_fwci_global_pct,oa_fwci_venue_pct,oa_fwci_year_pct,oa_fwci_venue_year_pct,s2_influential_citation_count_global_pct,s2_influential_citation_count_venue_pct,s2_influential_citation_count_year_pct,s2_influential_citation_count_venue_year_pct
21,Resource Allocation with Cooperative Agents.,iclp,2025,,https://www.semanticscholar.org/paper/42e7585a4694f6ce54ed757c72c9c12b7a8101f5,train,,42e7585a4694f6ce54ed757c72c9c12b7a8101f5,,0,44,0,,,,,,,,,,Resource Allocation with Cooperative Agents.,2025.0,False,,0.4581005586592179,-5.0,https://openalex.org/W3032998286,https://doi.org/10.1109/tnsm.2020.3000274,Energy-Efficient Resource Allocation in Cognitive Radio Networks Under Cooperative Multi-Agent Model-Free Reinforcement Learning Schemes,2020.0,89.0,31.0,10.521,False,0,none,,,,,,,0.4581005586592179,-5.0,,,s2_tldr,244,True,,,,,,,,,,,,,,,,,,S2:42e7585a4694f6ce54ed757c72c9c12b7a8101f5,s2_id,42e7585a4694f6ce54ed757c72c9c12b7a8101f5,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
22,Enhancing Compilation-based ASP Solving.,iclp,2025,"Carmine Dodaro, Giuseppe Mazzotta, Francesco Ricca",https://www.semanticscholar.org/paper/0ebf0121a6ce46e479d81d9a509af5f152dc15ed,train,,0ebf0121a6ce46e479d81d9a509af5f152dc15ed,dodaro,1,40,3,,,,,,,,,,Enhancing Compilation-based ASP Solving.,2025.0,False,,0.4,-20.0,https://openalex.org/W2100188138,https://doi.org/10.1111/j.1365-2966.2005.09655.x,The cosmological simulation code gadget-2,2005.0,6342.0,110.0,96.718,False,0,none,,,,,,,0.4,-20.0,,,s2_tldr,165,True,,,,,,,,,,,,,,,,,,S2:0ebf0121a6ce46e479d81d9a509af5f152dc15ed,s2_id,0ebf0121a6ce46e479d81d9a509af5f152dc15ed,False,,,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
23,Enhancing Compilation-based ASP Solving with Postponed Atom Discovery.,iclp,2025,"Andrea Cuteri, Giuseppe Mazzotta, Francesco Ricca",https://www.semanticscholar.org/paper/1f548ee1a3d356f3eafc547f99a0c6ea12067edf,train,,1f548ee1a3d356f3eafc547f99a0c6ea12067edf,cuteri,1,70,3,,,,,,,,,,Enhancing Compilation-based ASP Solving with Postponed Atom Discovery.,2025.0,False,,0.2711864406779661,-19.0,https://openalex.org/W2598867043,,Legal challenges to future information businesses,2006.0,10.0,81.0,4.2675,False,0,none,,,,,,,0.2711864406779661,-19.0,,,s2_tldr,302,True,,,,,,,,,,,,,,,,,,S2:1f548ee1a3d356f3eafc547f99a0c6ea12067edf,s2_id,1f548ee1a3d356f3eafc547f99a0c6ea12067edf,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
24,Toward Executing Datalog on Big Data Platforms - Extended Abstract.,iclp,2025,Bernard LANG,https://www.semanticscholar.org/paper/d317147d8b63b0cbb05e672d788f730f8b173017,train,,d317147d8b63b0cbb05e672d788f730f8b173017,lang,1,67,1,,,,,,,,,,Toward Executing Datalog on Big Data Platforms - Extended Abstract.,2025.0,False,,0.3116883116883117,-7.0,https://openalex.org/W2889227506,https://doi.org/10.1109/comst.2018.2868050,A Survey on Network Verification and Testing With Formal Methods: Approaches and Challenges,2018.0,54.0,221.0,7.9571,False,0,none,,,,,,,0.3116883116883117,-7.0,,,oat_abstract,1192,True,,,,,,,,,,,,,,,,,,S2:d317147d8b63b0cbb05e672d788f730f8b173017,s2_id,d317147d8b63b0cbb05e672d788f730f8b173017,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
25,PEG 2.0: Future-Gazing Through a Socio-Linguistic and Historical Lens.,iclp,2025,,https://www.semanticscholar.org/paper/5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,train,,5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,,0,70,0,,,,,,,,,,PEG 2.0: Future-Gazing Through a Socio-Linguistic and Historical Lens.,2025.0,False,,0.3233532934131736,-1.0,https://openalex.org/W4400141746,https://doi.org/10.48550/arxiv.2406.18900,The Rise of Artificial Intelligence in Educational Measurement: Opportunities and Ethical Challenges,2024.0,19.0,0.0,,False,0,none,,,,,,,0.3233532934131736,-1.0,,,s2_tldr,327,True,,,,,,,,,,,,,,,,,,S2:5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,s2_id,5ff8a5ac6bf5a1dff86ec2de72e57b60790baaf9,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
26,Learning ASP Domain-specific Heuristics using Transformers.,iclp,2025,Marcello Balduccini,https://www.semanticscholar.org/paper/9240091bc0d23f9411e52ee6fbbe8138d750427e,train,,9240091bc0d23f9411e52ee6fbbe8138d750427e,balduccini,1,59,1,,,,,,,,,,Learning ASP Domain-specific Heuristics using Transformers.,2025.0,False,,0.3352601156069364,-1.0,https://openalex.org/W4395047770,https://doi.org/10.1007/s10462-024-10756-9,Deep reinforcement learning-based methods for resource scheduling in cloud computing: a review and future directions,2024.0,157.0,159.0,51.4039,False,0,none,,,,,,,0.3352601156069364,-1.0,,,s2_tldr,194,True,,,,,,,,,,,,,,,,,,S2:9240091bc0d23f9411e52ee6fbbe8138d750427e,s2_id,9240091bc0d23f9411e52ee6fbbe8138d750427e,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
27,Search-Guided Generation of Properties for Program Analyzers.,iclp,2025,Yixuan Liang,https://www.semanticscholar.org/paper/fb2ffaeff737324b34600fe9b270d717528e86c5,train,,fb2ffaeff737324b34600fe9b270d717528e86c5,liang,1,61,1,,,,,,,,,,Search-Guided Generation of Properties for Program Analyzers.,2025.0,False,,0.34375,-13.0,https://openalex.org/W2096465161,https://doi.org/10.1101/gr.135350.111,GENCODE: The reference human genome annotation for The ENCODE Project,2012.0,5015.0,80.0,,False,0,none,,,,,,,0.34375,-13.0,,,s2_tldr,215,True,,,,,,,,,,,,,,,,,,S2:fb2ffaeff737324b34600fe9b270d717528e86c5,s2_id,fb2ffaeff737324b34600fe9b270d717528e86c5,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
28,Knowledge-Based Stable Roommates Problems.,iclp,2025,Müge Fidan,10.1609/aaai.v40i48.42148,train,10.1609/aaai.v40i48.42148,,fidan,1,42,1,True,,https://openalex.org/W7138851587,Knowledge-Based Stable Roommates Problems,2026.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W7138851587,2026.0,0.0,0.0,0.0,False,0.0,,article,,s2_abstract,516,True,Computer Science,JournalArticle|Conference,DOI:10.1609/aaai.v40i48.42148,doi,10.1609/aaai.v40i48.42148,True,,2fb433b78dfb13a45148bd050d3d3b2831c63fdc,Knowledge-Based Stable Roommates Problems,AAAI Conference on Artificial Intelligence,2026.0,0.0,0.0,0.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,0.0,0.0,0.0,2026.0,False,AAAI Conference on Artificial Intelligence,True,,Knowledge-Based Stable Roommates Problems,Association for the Advancement of Artificial Intelligence (AAAI),journal-article,,0.0,0.0,0.0,0.0,1.0,True,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,4,,4,computer science,journalarticle,none,0,1,0,0.0,0.08357558139534883,0.19040247678018576,0.26325757575757575,0.35365853658536583,0.0,0.058684593023255814,0.11919504643962849,0.11363636363636363,0.0975609756097561,0.0,0.08357558139534883,0.19040247678018576,0.26325757575757575,0.35365853658536583,0.13566616766467066,0.2532258064516129,0.3715953307392996,0.4634146341463415,0.3228915662650602,0.46195652173913043,0.47115384615384615,0.48484848484848486
29,LLMASP: A Framework for Mitigating Hallucinations and Supporting Symbolic Reasoning in Large Language Models.,iclp,2025,Xing Xu,https://www.semanticscholar.org/paper/615536c864f8fc6c74d7a4553c900cd9f03ba1fc,train,,615536c864f8fc6c74d7a4553c900cd9f03ba1fc,xu,1,109,1,,,,,,,,,,LLMASP: A Framework for Mitigating Hallucinations and Supporting Symbolic Reasoning in Large Language Models.,2025.0,False,,0.0,,,,,,,,,,0,none,,,,,,,0.0,,,,,0,False,,,,,,,,,,,,,,,,,,S2:615536c864f8fc6c74d7a4553c900cd9f03ba1fc,s2_id,615536c864f8fc6c74d7a4553c900cd9f03ba1fc,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
30,Exploring Digital Twins integration with ASP and ASP Chef.,iclp,2025,Fiona Rossette-Crake,https://www.semanticscholar.org/paper/d3d2b967bf74c83e5d3ce6b9f8045a28146d851f,train,,d3d2b967bf74c83e5d3ce6b9f8045a28146d851f,rossette-crake,1,58,1,,,,,,,,,,Exploring Digital Twins integration with ASP and ASP Chef.,2025.0,False,,0.359375,-14.0,https://openalex.org/W2246204242,,Synthesis report on assessment and feedback with technology enhancement,2011.0,72.0,85.0,6.3793,False,0,none,,,,,,,0.359375,-14.0,,,s2_tldr,288,True,,,,,,,,,,,,,,,,,,S2:d3d2b967bf74c83e5d3ce6b9f8045a28146d851f,s2_id,d3d2b967bf74c83e5d3ce6b9f8045a28146d851f,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
31,Formal Verification of Answer Set Programs Containing Advanced Language Constructs.,iclp,2025,Rolf Schwitter,https://www.semanticscholar.org/paper/ed808e544b428cfad3e1fefd18d3ae36aa6e020b,train,,ed808e544b428cfad3e1fefd18d3ae36aa6e020b,schwitter,1,83,1,,,,,,,,,,Formal Verification of Answer Set Programs Containing Advanced Language Constructs.,2025.0,False,,0.4018264840182648,-16.0,https://openalex.org/W2020155291,https://doi.org/10.1186/1748-5908-4-50,Fostering implementation of health services research findings into practice: a consolidated framework for advancing implementation science,2009.0,14615.0,96.0,129.706,False,0,none,,,,,,,0.4018264840182648,-16.0,,,oat_abstract,2597,True,,,,,,,,,,,,,,,,,,S2:ed808e544b428cfad3e1fefd18d3ae36aa6e020b,s2_id,ed808e544b428cfad3e1fefd18d3ae36aa6e020b,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
32,The Simple Generative Logic Grammar: A Tool for Teaching Logical Thinking Through Visual Research in Art and Design.,iclp,2025,Susanna Berger,https://www.semanticscholar.org/paper/02c72256e884173e4b85f9878b8e30e4c342e82a,train,,02c72256e884173e4b85f9878b8e30e4c342e82a,berger,1,116,1,,,,,,,,,,The Simple Generative Logic Grammar: A Tool for Teaching Logical Thinking Through Visual Research in Art and Design.,2025.0,False,,0.304054054054054,-2.0,https://openalex.org/W4360620450,https://doi.org/10.1016/j.ijinfomgt.2023.102642,"Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implications of generative conversational AI for research, practice and policy",2023.0,3519.0,265.0,128.764,False,0,none,,,,,,,0.304054054054054,-2.0,,,s2_tldr,284,True,,,,,,,,,,,,,,,,,,S2:02c72256e884173e4b85f9878b8e30e4c342e82a,s2_id,02c72256e884173e4b85f9878b8e30e4c342e82a,False,,,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
33,Answer Set Counting and its Applications to Network Reliability and System Biology.,iclp,2025,Mohimenul Kabir,10.4204/eptcs.416.34,train,10.4204/eptcs.416.34,,kabir,1,83,1,True,,https://openalex.org/W4407349678,Answer Set Counting and its Applications,2025.0,0.0,24.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4407349678,2025.0,0.0,24.0,0.0,False,0.0,,article,,s2_abstract,806,True,Computer Science,JournalArticle,DOI:10.4204/eptcs.416.34,doi,10.4204/eptcs.416.34,True,,65a615187e1f0f40562408d99d0c6ee1ab944c6c,Answer Set Counting and its Applications to Network Reliability and System Biology,ICLP Workshops,2025.0,42.0,0.0,0.0,JournalArticle,Computer Science,False,,,,,,,,,,,,,,,,1,doi,42.0,0.0,0.0,2025.0,False,ICLP Workshops,True,,Answer Set Counting and its Applications,Open Publishing Association,journal-article,,0.0,24.0,0.0,0.0,0.0,True,,0.0,0.0,3.2188758248682006,0.0,3.7612001156935624,0.0,0.0,3.2188758248682006,0.0,0.0,2,0.0,42.0,0.0,0.0,0.0,4,,4,computer science,journalarticle,none,0,1,0,0.0,0.08357558139534883,0.19040247678018576,0.26325757575757575,0.35365853658536583,3.7612001156935624,0.7410973837209303,0.9241486068111455,0.7007575757575758,0.9024390243902439,0.0,0.08357558139534883,0.19040247678018576,0.26325757575757575,0.35365853658536583,0.13566616766467066,0.2532258064516129,0.3715953307392996,0.4634146341463415,0.3228915662650602,0.46195652173913043,0.47115384615384615,0.48484848484848486
34,Precise Exponential-Time Complexity of Non-Monotonic Reasoning.,iclp,2025,Georg Gottlob,https://www.semanticscholar.org/paper/c51090b4b8bcdaf424b9d0f82942f53f899c4103,train,,c51090b4b8bcdaf424b9d0f82942f53f899c4103,gottlob,1,63,1,,,,,,,,,,Precise Exponential-Time Complexity of Non-Monotonic Reasoning.,2025.0,False,,0.3529411764705882,-18.0,https://openalex.org/W2017146523,https://doi.org/10.3758/bf03194105,A practical solution to the pervasive problems ofp values,2007.0,2588.0,259.0,16.5965,False,0,none,,,,,,,0.3529411764705882,-18.0,,,s2_tldr,296,True,,,,,,,,,,,,,,,,,,S2:c51090b4b8bcdaf424b9d0f82942f53f899c4103,s2_id,c51090b4b8bcdaf424b9d0f82942f53f899c4103,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
35,Towards Incorporating Normative Requirements In Autonomous Systems Using Datalog.,iclp,2025,"Dorra Zaibi, Meriem Riahi, Faouzi Moussa",https://www.semanticscholar.org/paper/0d275e0df22d539e5afe2267bcc2aa76584a07f4,train,,0d275e0df22d539e5afe2267bcc2aa76584a07f4,zaibi,1,81,3,,,,,,,,,,Towards Incorporating Normative Requirements In Autonomous Systems Using Datalog.,2025.0,False,,0.3684210526315789,-3.0,https://openalex.org/W4220864765,https://doi.org/10.1002/smr.2440,Compliance checking of software processes: A systematic literature review,2022.0,18.0,111.0,2.7895,False,0,none,,,,,,,0.3684210526315789,-3.0,,,s2_tldr,239,True,,,,,,,,,,,,,,,,,,S2:0d275e0df22d539e5afe2267bcc2aa76584a07f4,s2_id,0d275e0df22d539e5afe2267bcc2aa76584a07f4,False,,,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
36,Visualizing Kripke Models in LogiKEy: the Case of SDL.,iclp,2025,"N. Mansurov, D. Zhukov",https://www.semanticscholar.org/paper/7aa66cf8977d670bbcf5f9d9b0c40decbac738da,train,,7aa66cf8977d670bbcf5f9d9b0c40decbac738da,mansurov,1,54,2,,,,,,,,,,Visualizing Kripke Models in LogiKEy: the Case of SDL.,2025.0,False,,0.0,,,,,,,,,,0,none,,,,,,,0.0,,,,,0,False,,,,,,,,,,,,,,,,,,S2:7aa66cf8977d670bbcf5f9d9b0c40decbac738da,s2_id,7aa66cf8977d670bbcf5f9d9b0c40decbac738da,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
37,Decompiling Language Models into Logic Programs.,iclp,2025,,https://www.semanticscholar.org/paper/21ab1f4452fa0e306fb9ddc37ce48f061cbd864f,train,,21ab1f4452fa0e306fb9ddc37ce48f061cbd864f,,0,48,0,,,,,,,,,,Decompiling Language Models into Logic Programs.,2025.0,False,,0.4954128440366973,0.0,https://openalex.org/W4416228328,https://doi.org/10.3390/electronics14224442,Interactive End-to-End Decompilation via Large Language Models,2025.0,1.0,11.0,1.2753,False,0,none,,,,,,,0.4954128440366973,0.0,,,s2_tldr,221,True,,,,,,,,,,,,,,,,,,S2:21ab1f4452fa0e306fb9ddc37ce48f061cbd864f,s2_id,21ab1f4452fa0e306fb9ddc37ce48f061cbd864f,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
38,Logic and Answer Set Programming in High School: Two Learning Unit Experiences.,iclp,2025,Fabrizio Riguzzi,https://www.semanticscholar.org/paper/c34e38518a4e7c777277dc81b971ef6ddb1e5340,train,,c34e38518a4e7c777277dc81b971ef6ddb1e5340,riguzzi,1,79,1,,,,,,,,,,Logic and Answer Set Programming in High School: Two Learning Unit Experiences.,2025.0,False,,0.351063829787234,-4.0,https://openalex.org/W3194472989,https://doi.org/10.1136/bmj.n2061,A new framework for developing and evaluating complex interventions: update of Medical Research Council guidance,2021.0,5679.0,79.0,1173.6347,False,0,none,,,,,,,0.351063829787234,-4.0,,,s2_tldr,248,True,,,,,,,,,,,,,,,,,,S2:c34e38518a4e7c777277dc81b971ef6ddb1e5340,s2_id,c34e38518a4e7c777277dc81b971ef6ddb1e5340,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
39,Exploring Neurosymbolic Systems in Answer Set Programming with an Application to Waste Water Monitoring.,iclp,2025,"Steffen Schieweck, Gabriele Kern-Isberner, Michael ten Hompel",https://www.semanticscholar.org/paper/d149c7135a9db55da33142c52cd72b7d1190149d,train,,d149c7135a9db55da33142c52cd72b7d1190149d,schieweck,1,104,3,,,,,,,,,,Exploring Neurosymbolic Systems in Answer Set Programming with an Application to Waste Water Monitoring.,2025.0,False,,0.3162790697674418,0.0,https://openalex.org/W4412945251,https://doi.org/10.18653/v1/2025.acl-long.723,Towards Robust ESG Analysis Against Greenwashing Risks: Aspect-Action Analysis with Cross-Category Generalization,2025.0,4.0,0.0,3.6476,False,0,none,,,,,,,0.3162790697674418,0.0,,,s2_tldr,288,True,,,,,,,,,,,,,,,,,,S2:d149c7135a9db55da33142c52cd72b7d1190149d,s2_id,d149c7135a9db55da33142c52cd72b7d1190149d,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
40,Constructionist Co-Design for the Learning Experience: A Work-in-Progress on Engaging Teachers to Integrate Logic Programming in Primary School.,iclp,2025,"Maria Daskolia, Jaume Piera, Karen Soacha",https://www.semanticscholar.org/paper/920945f8a7bddc5ece232eed1a1ff243b66913b5,train,,920945f8a7bddc5ece232eed1a1ff243b66913b5,daskolia,1,144,3,,,,,,,,,,Constructionist Co-Design for the Learning Experience: A Work-in-Progress on Engaging Teachers to Integrate Logic Programming in Primary School.,2025.0,False,,0.4177777777777778,-8.0,https://openalex.org/W2772153049,https://doi.org/10.1186/s41239-017-0080-z,Computational thinking development through creative programming in higher education,2017.0,234.0,49.0,20.7662,False,0,none,,,,,,,0.4177777777777778,-8.0,,,s2_tldr,305,True,,,,,,,,,,,,,,,,,,S2:920945f8a7bddc5ece232eed1a1ff243b66913b5,s2_id,920945f8a7bddc5ece232eed1a1ff243b66913b5,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
41,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications - Abstract.,iclp,2025,"Enrico Saccon, Ahmet Tikna, Davide De Martini, Edoardo Lamon, Luigi Palopoli, Marco Roveri",10.1109/icra57147.2024.10610800,train,10.1109/icra57147.2024.10610800,,saccon,1,123,6,True,,https://openalex.org/W4401416695,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications,2024.0,2.0,26.0,0.7088,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4401416695,2024.0,2.0,26.0,0.7088,False,0.0,,article,,s2_abstract,632,True,Computer Science,JournalArticle|Conference,DOI:10.1109/icra57147.2024.10610800,doi,10.1109/icra57147.2024.10610800,True,,662f6eb7579a5e27f385023596becc9c21b0ad96,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications,IEEE International Conference on Robotics and Automation,2023.0,33.0,6.0,0.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,33.0,6.0,0.0,2023.0,False,IEEE International Conference on Robotics and Automation,True,,When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications,IEEE,proceedings-article,,0.0,28.0,3.0,2.0,0.0,True,,1.0,1.0986122886681098,3.295836866004329,0.5357913697837386,3.5263605246161616,1.9459101490553132,0.0,3.367295829986474,1.3862943611198906,0.6931471805599453,2,6.0,33.0,3.0,3.0,2.160246899469287,4,0.0,4,computer science,journalarticle,none,0,1,0,1.9459101490553132,0.5548691860465116,0.8730650154798761,0.9772727272727273,0.975609756097561,3.5263605246161616,0.5625,0.8157894736842105,0.5397727272727273,0.7073170731707317,1.3862943611198906,0.8515625,0.9767801857585139,0.9772727272727273,0.975609756097561,0.5417290419161677,0.8516129032258064,0.7470817120622568,0.9512195121951219,0.3228915662650602,0.46195652173913043,0.47115384615384615,0.48484848484848486
42,Teaching Prolog and Logic Programming with Jupyter Notebooks.,iclp,2025,,https://www.semanticscholar.org/paper/99cb0723e6cf76da04973b888b0617e92607e546,train,,99cb0723e6cf76da04973b888b0617e92607e546,,0,61,0,,,,,,,,,,Teaching Prolog and Logic Programming with Jupyter Notebooks.,2025.0,False,,0.4647887323943662,-2.0,https://openalex.org/W4381586920,https://doi.org/10.1145/3636515,Automated Grading and Feedback Tools for Programming Education: A Systematic Review,2023.0,172.0,187.0,45.9354,False,0,none,,,,,,,0.4647887323943662,-2.0,,,s2_tldr,246,True,,,,,,,,,,,,,,,,,,S2:99cb0723e6cf76da04973b888b0617e92607e546,s2_id,99cb0723e6cf76da04973b888b0617e92607e546,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
43,A Legal Logic Programming Framework for Autonomous Vehicles.,iclp,2025,"VINEEL TUMMALA, DANIELA INCLEZAN",https://www.semanticscholar.org/paper/89283796e7011f1e43d87fcf9868c7392c36a79f,train,,89283796e7011f1e43d87fcf9868c7392c36a79f,tummala,1,60,2,,,,,,,,,,A Legal Logic Programming Framework for Autonomous Vehicles.,2025.0,False,,0.4105960264900662,-7.0,https://openalex.org/W2897534079,https://doi.org/10.1109/ivs.2018.8500451,Multi-Criteria Decision Making for Autonomous Vehicles using Fuzzy Dempster-Shafer Reasoning,2018.0,29.0,35.0,1.6519,False,0,none,,,,,,,0.4105960264900662,-7.0,,,s2_tldr,255,True,,,,,,,,,,,,,,,,,,S2:89283796e7011f1e43d87fcf9868c7392c36a79f,s2_id,89283796e7011f1e43d87fcf9868c7392c36a79f,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
