id,title,venue,year,authors,doi,Label
145,A Category-Theoretic Perspective on Approximation Fixpoint Theory.,iclp,2024,Samuele Pollaci,10.4204/eptcs.416.37,4
146,Hybrid Answer Set Programming: Foundations and Applications.,iclp,2024,Nicolas Rühling,10.4204/eptcs.416.38,5
147,Early Validation of High-level Requirements on Cyber-Physical Systems.,iclp,2024,Ondřej Vašíček,10.4204/eptcs.416.40,1
148,Reliable Conversational Agents under ASP Control that Understand Natural Language.,iclp,2024,Yankai Zeng,10.4204/eptcs.416.41,1
149,"Workshop Proceedings of the 40th International Conference on Logic Programming (ICLP-WS 2024) co-located with the 40th International Conference on Logic Programming (ICLP 2024), Dallas, TX, USA, October 12th and 13th, 2024.",iclp,2024,"Esteban Guerrero, Juan Carlos Nieves",https://www.semanticscholar.org/paper/568a4f9eb5ddacc4bca0b44a5eed052fab84f8f5,1
150,Preferential Reasoning with Typicality in ASP over Weighted Argumentation Graphs in a Gradual Semantics.,iclp,2023,"Mario Alviano, Laura Giordano, Daniele Theseider Dupré",https://www.semanticscholar.org/paper/29fd8fb02f25d451f43a3e26c319b82e2bbac727,2
151,Introducing ASP recipes and ASP Chef.,iclp,2023,Omar Elbaga,https://www.semanticscholar.org/paper/c52ec458ddd389c11d5936976489f5e9d9f25129,4
152,Sampling and probabilistic inference in D/Slps.,iclp,2023,"Adam Sanborn, Jian-Qiao Zhu, Jake Spicer, Joakim Sundh, Pablo León-Villagrá, Nick Chater",https://www.semanticscholar.org/paper/41d33879286a5db68d67c402186f286acc5aaee6,4
153,On the impact of sensors update in declarative AI for videogames.,iclp,2023,,https://www.semanticscholar.org/paper/1a2f6ffb602be1a49215ecf8af4133b3c71bdb44,1
154,Value awareness and process automation: a reflection through school place allocation models.,iclp,2023,"Joaquín Arias, Mar Moreno-Rebato, Jose A. Rodriguez-García, Sascha Ossowski",https://www.semanticscholar.org/paper/f0a5a4aeb665db624d9811fc0cff148475b3d6d6,1
155,A Brief Discussion about the Credal Semantics for Probabilistic Answer Set Programs.,iclp,2023,Damiano Azzolini,https://www.semanticscholar.org/paper/826ff8e4851cdce2f4015c0978e1e15d511fcead,5
156,Link Prediction in Knowledge Graphs with Probabilistic Logic Programming: Work in Progress.,iclp,2023,"LUIGI BELLOMARINI, ELEONORA LAURENZA, EMANUEL SALLINGER, EVGENY SHERKHONOV",https://www.semanticscholar.org/paper/64cb4d4e890c6cab6f26c2df0a1cca36e10ab523,4
157,Routing and Scheduling in different ways: Abridged Preliminary Report.,iclp,2023,,https://www.semanticscholar.org/paper/ee8426e694cad0a4fc1a65e8ec7534155b4c0f8f,1
158,Geometric reasoning on the Traveling Salesperson Problem: comparing Answer Set Programming and Constraint Logic Programming Approaches.,iclp,2023,"Alessandro Bertagnon, Marco Gavanelli",https://www.semanticscholar.org/paper/4173ce0062c46ab7cee6fa30aee5edbdf5f2e4da,1
159,Semantically Guided Scene Generation via Contextual Reasoning and Algebraic Measures.,iclp,2023,Wenhao Ding,https://www.semanticscholar.org/paper/fcb361aeab14857f897229e235c18f24c856b4b2,2
160,Past-present temporal programs over finite traces: a preliminary report.,iclp,2023,"Pedro Cabalar, Martín Diéguez, François Laferrière, Torsten Schaub",https://www.semanticscholar.org/paper/964e72169f184bbd5964b0963164e0ab9df3a088,2
161,Explanation Graphs for Stable Models of Labelled Logic Programs.,iclp,2023,"Carolina Ruiz, Jack Minker",https://www.semanticscholar.org/paper/799d62e5680006582af2c6b1c0b6e84e3c2c253d,3
162,Recursive Aggregates as Intensional Functions.,iclp,2023,"Jorge Fandinno, Zachary Hansen",https://www.semanticscholar.org/paper/61fa4689874ab4629d57e7d09297ec31468ac7e7,4
163,Reasoning about Study Regulations in Answer Set Programming (Preliminary Report).,iclp,2023,"SUSANA HAHN, TORSTEN SCHAUB, CEDRIC MARTENS, AMADE NEMES, HENRY OTUNUYA, JAVIER ROMERO, SEBASTIAN SCHELLHORN",https://www.semanticscholar.org/paper/9338b3507afde2d2f876214a13388a0eccbdccab,5
164,Expanding the Class of Polynomial Time Computable Well-Founded Semantics for Hybrid MKNF.,iclp,2023,"Knorr Matthias, Alferes Jos&eacute; J&uacute;lio, Hitzler Pascal",https://www.semanticscholar.org/paper/231591919f35d302b2a66f6ee56372813df82c92,1
165,Legal Compliance Checking of Autonomous Driving with Formalized Traffic Rule Exceptions.,iclp,2023,xi zheng,https://www.semanticscholar.org/paper/c2b4eda0e084a3be9af5c6426d7f908fa6acb83b,2
166,Building Blawx.,iclp,2023,Karen Bennett,https://www.semanticscholar.org/paper/9c5645f018e0ae4e8f5a955959048a978b78bfda,1
167,Modelling Cyber Defenses using s(CASP).,iclp,2023,,https://www.semanticscholar.org/paper/e6a88634d25024d39f09ec2a0b6a46827048005d,1
168,Semantic Analysis of Assurance Cases using s(CASP).,iclp,2023,Alistair Duke,https://www.semanticscholar.org/paper/be3ce4b129c5505b49f8506296e3ccefcf9b8b4c,3
169,How well do SOTA legal reasoning models support abductive reasoning?,iclp,2023,,https://www.semanticscholar.org/paper/061abff9b402c150a258017c06a7f02b1b6265b5,5
170,Beyond Logic Programming for Legal Reasoning.,iclp,2023,Francesca Toni,https://www.semanticscholar.org/paper/e7246ed54035a7e041ab8932d89d537610f5ad76,5
171,NeSyFOLD: Extracting Logic Programs from Convolutional Neural Networks.,iclp,2023,"Jens Lehmann, Sebastian Bader, Pascal Hitzler",https://www.semanticscholar.org/paper/88be3daad660b6578e8a386515686a8a51d2643e,5
172,A Dataset of Contractual Events in Court Decisions.,iclp,2023,Robert M. Guion,https://www.semanticscholar.org/paper/65d1e9f3eef3aa20fc1613e77649b82ab6bb86c2,4
173,asymptoticplp: Approximating probabilistic logic programs on large domains.,iclp,2023,"DAMIANO AZZOLINI, FABRIZIO RIGUZZI, THERESA SWIFT",https://www.semanticscholar.org/paper/c75d30599dff831bb57d9f186afca1645f8a9827,3
174,Argument analysis using Answer Set Programming and Semantics-guided Large Language Models.,iclp,2023,Fabrizio Riguzzi,https://www.semanticscholar.org/paper/ba37e76e2493b6f85c1add40c80132a87f653740,1
175,On the Subtlety of Causal Reasoning in Probabilistic Logic Programming: A Bug Report about the Causal Interpretation of Annotated Disjunctions.,iclp,2023,,https://www.semanticscholar.org/paper/bbe4dd9c456c96200007422a1e342e408bab3c0c,4
176,(Re)Integration of Logical English and s(CASP).,iclp,2023,,https://www.semanticscholar.org/paper/d67be0446355444fba58bbcb2e16c983692100a2,4
177,Quantification and aggregation over concepts of the ontology.,iclp,2023,"Pierre Carbonnelle, Matthias Van der Hallen, Marc Denecker",https://www.semanticscholar.org/paper/46a4eb11b76ae5dbffa4c097268c7ee0e561b8b7,4
178,Reliable Natural Language Understanding with Large Language Models and Answer Set Programming.,iclp,2023,"Abhiramon Rajasekharan, Yankai Zeng, Parth Padalkar, Gopal Gupta",10.4204/eptcs.385.27,5
179,Bottom-Up Stratified Probabilistic Logic Programming with Fusemate.,iclp,2023,"Peter Baumgartner, Elena Tartaglia",10.4204/eptcs.385.11,3
180,Inductive Learning of Declarative Domain-Specific Heuristics for ASP.,iclp,2023,Richard Comploi-Taupe,10.4204/eptcs.385.14,4
181,On the Independencies Hidden in the Structure of a Probabilistic Logic Program.,iclp,2023,"Kilian Rückschloß, Felix Weitkämper",10.4204/eptcs.385.17,5
182,On Feasibility of Declarative Diagnosis.,iclp,2023,Włodzimierz Drabent,10.4204/eptcs.385.20,2
183,Deontic Paradoxes in ASP with Weak Constraints.,iclp,2023,"Christian Hatschka, Agata Ciabattoni, Thomas Eiter",10.4204/eptcs.385.39,3
184,ABA Learning via ASP.,iclp,2023,"Emanuele De Angelis, Maurizio Proietti, Francesca Toni",10.4204/eptcs.385.1,1
185,Benchmarking for Integrating Logic Rules with Everything Else.,iclp,2023,"Yanhong A. Liu, Scott D. Stoller, Yi Tong, K. Tuncay Tekle",10.4204/eptcs.385.3,4
186,Explanations for Answer Set Programming.,iclp,2023,,https://www.semanticscholar.org/paper/371c34651098bd4cf7a0d3a19ec27824bb4a64a0,5
187,A Dataflow Analysis for Comparing and Reordering Predicate Arguments.,iclp,2023,"Gonzague Yernaux, Wim Vanhoof",10.4204/eptcs.385.5,2
188,&quot;Would life be more interesting if I were in AI?&quot; Answering Counterfactuals based on Probabilistic Inductive Logic Programming.,iclp,2023,"Kilian Rückschloß, Felix Weitkämper",https://www.semanticscholar.org/paper/637b35ddf0964769adce84e160e6846ee48a7642,5
189,Towards One-Shot Learning for Text Classification using Inductive Logic Programming.,iclp,2023,"Ghazal Afroozi Milani, Daniel Cyrus, Alireza Tamaddoni-Nezhad",10.4204/eptcs.385.9,4
190,On the Potential of CLIP for Compositional Logical Reasoning.,iclp,2023,Justin Brody,10.4204/eptcs.385.10,2
191,Generalizing Level Ranking Constraints for Monotone and Convex Aggregates.,iclp,2023,Tomi Janhunen,10.4204/eptcs.385.12,1
192,Sorting Strategies for Interactive Conflict Resolution in ASP.,iclp,2023,"Andre Thevapalan, Gabriele Kern-Isberner",10.4204/eptcs.385.13,2
193,Natlog: Embedding Logic Programming into the Python Deep-Learning Ecosystem.,iclp,2023,Paul Tarau,https://www.semanticscholar.org/paper/8e42f7a91714ad0a097bcf41bf9551fbfdb761c6,5
194,Understanding ProbLog as Probabilistic Argumentation.,iclp,2023,"Francesca Toni, Nico Potyka, Markus Ulbricht, Pietro Totis",10.4204/eptcs.385.18,4
195,A Logic Programming Approach to Global Logistics in a Co-Design Environment.,iclp,2023,"Emmanuelle Dietz, Tobias Philipp, Gerrit Schramm, Andreas Zindel",10.4204/eptcs.385.23,3
196,The Janus System: Multi-paradigm Programming in Prolog and Python.,iclp,2023,"Theresa Swift, Carl Andersen",10.4204/eptcs.385.24,1
197,"Leasing the Cloud-Edge Continuum, à la Carte.",iclp,2023,"Stefano Forti, Ahmad Ibrahim, Antonio Brogi",10.4204/eptcs.385.28,1
198,Assessing Drivers&apos; Situation Awareness in Semi-Autonomous Vehicles: ASP based Characterisations of Driving Dynamics for Modelling Scene Interpretation and Projection.,iclp,2023,"Jakob Suchan, Jan-Patrick Osterloh",https://www.semanticscholar.org/paper/552c0d68c29884f2516826802f919fb3e3358668,2
199,"Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials.",iclp,2023,"Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo",10.4204/eptcs.385.33,3
200,Nemo: First Glimpse of a New Rule Engine.,iclp,2023,"Alex Ivliev, Stefan Ellmauthaler, Lukas Gerlach, Maximilian Marx, Matthias Meißner, Simon Meusel, Markus Krötzsch",10.4204/eptcs.385.35,2
201,An xAI Approach for Data-to-Text Processing with ASP.,iclp,2023,"Alessandro Dal Palù, Agostino Dovier, Andrea Formisano",10.4204/eptcs.385.38,5
202,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques.,iclp,2023,Andrea Rafanelli,10.4204/eptcs.385.51,5
203,Explainable Answer-set Programming.,iclp,2023,Tobias Geibinger,10.4204/eptcs.385.52,5
204,Deep Inductive Logic Programming meets Reinforcement Learning.,iclp,2023,", Yushi Cao",https://www.semanticscholar.org/paper/892f6b15bfec1f43c0ee739b5a9d740576692cc6,4
205,Inferring Compensatory Kinase Networks in Yeast using Prolog.,iclp,2023,"George A. Elder, Conrad Bessant",10.4204/eptcs.385.26,2
206,Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach.,iclp,2023,"Zahra Chaghazardi, Saber Fallah, Alireza Tamaddoni-Nezhad",10.4204/eptcs.385.21,1
207,Penalization Framework For Autonomous Agents Using Answer Set Programming.,iclp,2023,Vineel S. K. Tummala,10.4204/eptcs.385.50,2
208,"Solving Recurrence Relations using Machine Learning, with Application to Cost Analysis.",iclp,2023,"Maximiliano Klemen, Miguel Á. Carreira-Perpiñán, Pedro Lopez-Garcia",10.4204/eptcs.385.16,3
209,"Proceedings of the International Conference on Logic Programming 2023 Workshops co-located with the 39th International Conference on Logic Programming (ICLP 2023), London, United Kingdom, July 9th and 10th, 2023.",iclp,2023,"Ralph Butler, Ewing Lusk, William McCune, Ross Overbeek",https://www.semanticscholar.org/paper/6468d47da1393b72b6d123237e165ab29a645700,1
210,"Proceedings 39th International Conference on Logic Programming, ICLP 2023, Imperial College London, UK, 9th July 2023 - 15th July 2023.",iclp,2023,", Zhaoyang Jacopo Hu, Longrui Chen, , Yanpei Huang, , Etienne Burdet, , Ferdinando Rodriguez Y Baena, ",https://www.semanticscholar.org/paper/46a376d78e736a36e851023a45995f65aed3b184,1
211,Constrained Default Logic Programming.,iclp,2022,David Poole,https://www.semanticscholar.org/paper/4d3d4620ce84404fd3a179799ce7218e040f69db,4
212,Summary on &quot;Hybrid Neuro-Symbolic Approach for Text-Based Games using Inductive Logic&quot;.,iclp,2022,"Ambrus Kaposi, András Kovács, Thorsten Altenkirch",https://www.semanticscholar.org/paper/78c2c6e6a9f4ae66e45d71c9467729cc39e10de7,1
213,Symbolic Reinforcement Learning Framework with Incremental Learning of Rule-based Policy.,iclp,2022,Jianqi Gao,https://www.semanticscholar.org/paper/0674b876781c37d0f49819d49e7d5b889a8e16ec,4
214,Modeling Administrative Discretion using Goal-Directed Answer Set Programming.,iclp,2022,"Joaquín Arias, Mar Moreno-Rebato, Jose A. Rodriguez-García, Sascha Ossowski",https://www.semanticscholar.org/paper/199e4fa73f240833464ab5f20401822d1199b67d,5
215,Semantics for Hybrid Probabilistic Logic Programs with Function Symbols: Technical Summary.,iclp,2022,Fabrizio Riguzzi,https://www.semanticscholar.org/paper/41cfc3b05243c8ef0d877c9e491fad5b0f7fdeb2,4
216,Computing H-Partitions in ASP and Datalog.,iclp,2022,"R. S. Bird, O. de Moor",https://www.semanticscholar.org/paper/a1c7678dc41aa25d338e636632955043a411059e,3
217,Epistemic Logic Programs: a Novel Perspective and Some Extensions.,iclp,2022,SaÚl FernÁndez GonzÁlez,https://www.semanticscholar.org/paper/dc797224e96e458fc01be6758994ef660c77a333,1
218,An s(CASP) In-Browser Playground based on Ciao Prolog.,iclp,2022,"Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo",https://www.semanticscholar.org/paper/c4f26eefbb40bebf8e63ec25370ef03db048718b,1
219,Tutorial: Automating Commonsense Reasoning.,iclp,2022,,https://www.semanticscholar.org/paper/74be40361f9330b6ba6ff224e199f7f13e228dc0,5
220,Conflict Handling in Product Configuration using Answer Set Programming.,iclp,2022,Seemran Mishra,https://www.semanticscholar.org/paper/7146a3a5eb27637fc40d7f1752714506b28afeb4,4
221,A Normative Model of Explanation for Binary Classification Legal AI and Its Implementation on Causal Explanations of Answer Set Programming.,iclp,2022,Haodi Zhang,https://www.semanticscholar.org/paper/b864f963634a5877589eb0007c73b9d67d9b440e,5
222,Translating Definitions into the Language of Logic Programming: A Case Study.,iclp,2022,Christopher John Hogger,https://www.semanticscholar.org/paper/b964f29f4fb6c2dd7419b26e9e632189eda0ac4c,5
223,Automating Defeasible Reasoning in Law with Answer Set Programming.,iclp,2022,Guido Governatori,https://www.semanticscholar.org/paper/aac4e404ee83f0e217ccbc3a6fdfbb799b2101b8,3
224,Blawx: Web-based User-Friendly Rules as Code.,iclp,2022,"Mehmet Bektasoglu, Abdullah S. Bayraktar",https://www.semanticscholar.org/paper/734665bd9e14c63eea828b1af4ca2706c2f74bfa,1
225,Correct Causal Inference in Probabilistic Logic Programming.,iclp,2022,,https://www.semanticscholar.org/paper/1c679aa1b63fbc9aaa07672632962cec40cc6574,5
226,Exploiting the Full Power of Pearl&apos;s Causality in Probabilistic Logic Programming.,iclp,2022,,https://www.semanticscholar.org/paper/df04a6b99eaf2cd434716fcdd041b0c36a110063,5
227,Integration of Logical English and s(CASP).,iclp,2022,,https://www.semanticscholar.org/paper/8a871739533ea5d3a4d0db458c7d1ab3b31dee45,4
228,A Query Evaluation Method for ASP with Abduction.,iclp,2022,"Gerhard Wetzel, Francesca Toni",https://www.semanticscholar.org/paper/b2133f190d2dba7908fc0fa94659b4d21ab23d0f,4
229,First Order Logic and Commonsense Reasoning: A Path Less Travelled.,iclp,2022,,https://www.semanticscholar.org/paper/d15005d91d39e39386f54f81d3bcbdcbe4f766eb,2
230,A Semantics For Probabilistic Answer Set Programs With Incomplete Stochastic Knowledge.,iclp,2022,Fabrizio Riguzzi,https://www.semanticscholar.org/paper/417b30c0e75b13a38b6da68373a577c41c6f1132,5
231,Unmanned Aerial Vehicle Compliance Checking using Goal-Directed Answer Set Programming.,iclp,2022,"KYLE MARPLE, GOPAL GUPTA",https://www.semanticscholar.org/paper/820cac73c1dcd98c1db204e6045109927928841a,4
232,LTL Model Checking using Coinductive Answer Set Programming.,iclp,2022,"Lingyun Situ, Lingzhong Zhao",https://www.semanticscholar.org/paper/efc6738cd5c6bd84b3649d61c9b74e002e39e4b3,4
233,A Causal Perspective on AI Deception in Games.,iclp,2022,,https://www.semanticscholar.org/paper/8e80f9ae75a6915324a0aff53cd377ad60190ad0,4
234,Embedding s(CASP) in Prolog.,iclp,2022,Mehul Chandrakant Solanki,https://www.semanticscholar.org/paper/f6371b6d17e66a0360fb4d86d20e88470cc6aa3b,3
235,Assumable Answer Set Programming.,iclp,2022,,https://www.semanticscholar.org/paper/8d69f08a18258581c5a264a930ba68b1bac77214,5
236,A Fixpoint Characterization of Three-Valued Disjunctive Hybrid MKNF Knowledge Bases.,iclp,2022,"Spencer Killen, Jia-Huai You",10.4204/eptcs.364.6,1
237,Jumping Evaluation of Nested Regular Path Queries.,iclp,2022,"Joachim Niehren, Sylvain Salvati, Rustam Azimov",10.4204/eptcs.364.8,1
238,Tree-Like Justification Systems are Consistent.,iclp,2022,"Simon Marynissen, Bart Bogaerts",10.4204/eptcs.364.1,1
239,A Preliminary Data-driven Analysis of Common Errors Encountered by Novice SPARC Programmers.,iclp,2022,"Zach Hansen, Hanxiang Du, Wanli Xing, Rory Eckel, Justin Lugo, Yuanlin Zhang",10.4204/eptcs.364.2,2
240,On Model Reconciliation: How to Reconcile When Robot Does not Know Human&apos;s Model?,iclp,2022,"Ho Tuan Dung, Tran Cao Son",https://www.semanticscholar.org/paper/19c1f1bb9ef0ad0c8e8cf6b9fc4ecb517cf50097,2
241,An Iterative Fixpoint Semantics for MKNF Hybrid Knowledge Bases with Function Symbols.,iclp,2022,"Marco Alberti, Riccardo Zese, Fabrizio Riguzzi, Evelina Lamma",10.4204/eptcs.364.7,1
242,"A Gaze into the Internal Logic of Graph Neural Networks, with Logic.",iclp,2022,Paul Tarau,10.4204/eptcs.364.9,3
243,Knowledge Authoring with Factual English.,iclp,2022,"Yuheng Wang, Giorgian Borca-Tasciuc, Nikhil Goel, Paul Fodor, Michael Kifer",10.4204/eptcs.364.10,3
244,A Model-Oriented Approach for Lifting Symmetries in Answer Set Programming.,iclp,2022,Alice Tarzariol,10.4204/eptcs.364.35,4
245,Tools and Methodologies for Verifying Answer Set Programs.,iclp,2022,Zach Hansen,10.4204/eptcs.364.36,5
246,An ASP Framework for Efficient Urban Traffic Optimization.,iclp,2022,Matteo Cardellini,10.4204/eptcs.364.37,4
247,Planning and Scheduling in Digital Health with Answer Set Programming.,iclp,2022,Marco Mochi,10.4204/eptcs.364.38,5
